Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,7a05df59-eef0-432b-b8be-7a15fccc2dfb,Annotation,,Follicle,Root object (Image),Polygon,11835.6,6848.8,186647.9,3998.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,6fb79ba1-4fb1-4e8b-80c7-ca5ef38b50ef,Annotation,,Follicle,Root object (Image),Polygon,5051.6,6479.2,238223.9,4037.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1cccc1b6-a49b-4ddd-bb2c-05a36a0174d2,Annotation,,Follicle,Root object (Image),Polygon,4247.8,9372.7,59489.6,1837.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,f82d3f14-cf16-4308-b5fc-be96a78b2b41,Annotation,,Follicle,Root object (Image),Polygon,8887.2,9322.9,38172.2,1490.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,18d0ff55-e0a1-42e7-bf32-df0a61ca0ed2,Annotation,,Follicle,Root object (Image),Polygon,5057.9,4222.7,529282.1,7571
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,6e7bfeb7-02b3-4d53-bd0d-e06a35874ea2,Annotation,,Follicle,Root object (Image),Polygon,9189.3,4826,54343.5,2436.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5965e212-2951-4ad3-987d-cd9d3ca4f588,Annotation,,Follicle,Root object (Image),Polygon,3863.5,8424.2,99419.3,2476.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,f525b667-f6de-4458-8399-fd86b10e4405,Annotation,,Follicle,Root object (Image),Polygon,5225.1,10381.6,72410.9,1687.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,82fb9706-9b6e-46f7-b34c-c16b914f04d3,Annotation,,Follicle,Root object (Image),Polygon,2714.1,7174.5,233232.3,3383.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d8e791ed-f1e6-42d8-b1f9-b75bcab9f388,Annotation,,Follicle,Root object (Image),Polygon,8355.9,2772.9,14709.1,1190.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ad1294f8-4e6c-4db4-9a80-09c0c9ea38cf,Annotation,,Follicle,Root object (Image),Polygon,10740.2,6154.7,153047,2484.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,abdaef0d-837a-4a73-a937-77fcc3ff8d20,Annotation,,Follicle,Root object (Image),Polygon,8662.2,2611,126956.5,2649.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e99d0326-f154-462b-86b7-d72ba9fa754c,Annotation,,Follicle,Root object (Image),Polygon,13291.3,6892.8,68679.3,1640.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,2e5bc37b-33bc-41b7-b86b-b5ba1b3f35c5,Annotation,,Follicle,Root object (Image),Polygon,4138.9,5850,102078.1,2050.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ee9a09ce-25e6-4e4c-8550-71ace4ed0e2d,Annotation,,Follicle,Root object (Image),Polygon,10495.9,8533.4,40256,1608.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5356fe0d-b7f8-4b34-8640-68d259a2d966,Annotation,,Follicle,Root object (Image),Polygon,5462.6,6595.9,10199.9,694.01
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8ab04541-4209-4bfe-b2ba-76849ecd56eb,Annotation,,Follicle,Root object (Image),Polygon,4139.5,10053.5,40675.7,1813.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,b534df79-838f-43c5-9e10-f3fdaa68e42e,Annotation,,Follicle,Root object (Image),Polygon,6048,3957.2,17492.6,1119.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3cdadbc6-00b9-420d-b973-aa4602052554,Annotation,,Follicle,Root object (Image),Polygon,7573.2,4400.6,102062.6,2760.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,884b7926-dfbc-4f51-ba7f-f10b98abe68c,Annotation,,Follicle,Root object (Image),Polygon,11877.7,4503.6,57732.9,1766.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,327cd20d-0888-4ff5-afa3-48a912f89d1c,Annotation,,Follicle,Root object (Image),Polygon,9489.2,2589.6,342136.2,7121.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8f11a66b-aa44-4e18-bbbb-71a8f18a4590,Annotation,,Follicle,Root object (Image),Polygon,7022.5,6497.5,12485.8,1001.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5cfa389e-877e-42d8-841d-54b4e1ebb70d,Annotation,,Follicle,Root object (Image),Polygon,7329.6,5138.3,130703.3,3359.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,508c8156-e071-4ec8-855b-15203ad47e19,Annotation,,Follicle,Root object (Image),Polygon,5291,8738.6,12423.7,1127.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,2f246a86-735e-4d3f-a6c7-39d19fd98cc8,Annotation,,Follicle,Root object (Image),Polygon,17458.2,9114.3,34984.7,1033.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,6c7406fd-1cb0-46c0-b11a-45940221225d,Annotation,,Follicle,Root object (Image),Polygon,6988.9,11314.8,14429.5,930.62
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,98a9d9d8-7c95-4535-966e-df3d4cf09904,Annotation,,Follicle,Root object (Image),Polygon,15544.3,9277.2,167911.8,3036.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,0c87bc61-fd91-467a-886d-84dd8192c1ba,Annotation,,Follicle,Root object (Image),Polygon,5745.4,4578.3,105778.3,3430.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e821994e-eeba-40e3-9b0f-f86e3bdb6a2f,Annotation,,Follicle,Root object (Image),Polygon,8410.9,2127.4,212381.3,3280.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,4bc93c20-53fe-4480-a8f6-3c01d5d080f8,Annotation,,Follicle,Root object (Image),Polygon,4312.7,6334,209909,3186.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,81fdd86d-2d0f-4a09-aa74-9acc1d26df90,Annotation,,Follicle,Root object (Image),Polygon,16897.3,10118.6,37161.9,1301.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1edaa767-c819-43a3-a3c3-2cb19a9e6986,Annotation,,Follicle,Root object (Image),Polygon,12586.9,6069.5,19638.1,875.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,231e613a-abd5-41db-a7b1-0609d7709cf2,Annotation,,Follicle,Root object (Image),Polygon,13081.5,12149.9,36415.5,1190.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,119267e7-3efa-430b-865c-ef1755331d2b,Annotation,,Follicle,Root object (Image),Polygon,8044.9,6419.2,15533.2,820.19
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,38b15498-c170-467a-ae44-c2533f6aa0e4,Annotation,,Follicle,Root object (Image),Polygon,14223.7,7793.5,18922.9,1214.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,f875034b-e357-4586-9fb9-2c545ebe274a,Annotation,,Follicle,Root object (Image),Polygon,3387.2,9659,30600.2,1380.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,f9c98696-493c-4a62-b4d8-189f6f32ec80,Annotation,,Follicle,Root object (Image),Polygon,6557.4,6964.8,125650.1,3817
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e4cf2438-f234-43dd-b4d1-05e9cdc04675,Annotation,,Follicle,Root object (Image),Polygon,4838.6,6908.6,15953.2,1261.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8ed0c674-60f8-4e9e-b292-b1d6bc3d43e0,Annotation,,Follicle,Root object (Image),Polygon,9944.7,7181.1,105467.4,3170.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d0da616a-f404-4386-8bd4-2977a3a159f4,Annotation,,Follicle,Root object (Image),Polygon,5596.5,5828.1,116989,2776
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8ba20e33-fefe-4cf9-8ddb-6cfe54a864d2,Annotation,,Follicle,Root object (Image),Polygon,15644.6,8461.8,112402.5,2366
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1e2c037f-30ff-40de-9e88-227b3ce55f99,Annotation,,Follicle,Root object (Image),Polygon,6501.3,9416.5,54996.4,1632.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,b4c29732-e2b9-4f55-856b-4bb432170408,Annotation,,Follicle,Root object (Image),Polygon,14005.5,7655.4,51249.1,1853.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5675cd46-285f-4da6-8844-8f09e67f2b5d,Annotation,,Follicle,Root object (Image),Polygon,4306.8,3024.9,130470.1,2839.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,cbbb4b27-a326-42fc-a4e3-c55011187f59,Annotation,,Follicle,Root object (Image),Polygon,6174.5,3740.7,39074.2,2444.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,18450694-6e2a-4a6a-960e-4207d1223640,Annotation,,Follicle,Root object (Image),Polygon,10023.9,5678.4,34549.7,1490.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,cbf80a00-df2b-4b36-8535-1b52587716f9,Annotation,,Follicle,Root object (Image),Polygon,4891,7560,16948.1,1112
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,c53f3df0-f537-4817-bcd6-a53a983868c2,Annotation,,Follicle,Root object (Image),Polygon,5741.2,9153.3,35824.6,1735
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,713f53e7-d661-4c45-bae1-e2a702b76524,Annotation,,Follicle,Root object (Image),Polygon,5278.1,9162.7,66408.4,2034.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,9d6a0a9a-0a3c-4e46-8094-7808e14c3072,Annotation,,Follicle,Root object (Image),Polygon,8471.4,10220.1,96309.7,2121.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,98c4bd37-6a75-4c5f-afbb-280803e68cde,Annotation,,Follicle,Root object (Image),Polygon,8367.7,5768.9,77106.6,4030
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3bcb7d70-041c-4c59-a569-eaee3ea28d66,Annotation,,Follicle,Root object (Image),Polygon,11095.6,3992.3,14320.3,851.75
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,31a980eb-e4f9-4652-b417-a5eff618ec4b,Annotation,,Follicle,Root object (Image),Polygon,3114.2,7762.5,105483.4,2397.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,71eae2a1-f3e0-405e-9ca8-878879335d40,Annotation,,Follicle,Root object (Image),Polygon,9149.6,2515.2,16668.3,1624.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,c46cbe30-cccf-4f69-ba9d-c69f1547267b,Annotation,,Follicle,Root object (Image),Polygon,6285.5,4721,174535.6,3501.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,7a5ac2c3-c83b-4c7f-b199-f0074408ffae,Annotation,,Follicle,Root object (Image),Polygon,8425.1,4885.7,147932,3959
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,fb07f990-50ef-4ca7-9a78-92b1f5265a1d,Annotation,,Follicle,Root object (Image),Polygon,10988.1,2627.1,57577.1,1600.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,a1e48282-5de0-4a1b-aeaf-f058d11cefe4,Annotation,,Follicle,Root object (Image),Polygon,6002.2,1921.3,18985.1,804.37
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,c735c350-c5d0-45fc-88e0-e162b6fe932e,Annotation,,Follicle,Root object (Image),Polygon,15855.2,7768.1,178904.6,3154.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,33bf1162-cc3d-4ae4-a986-5a95da635beb,Annotation,,Follicle,Root object (Image),Polygon,15628,10616.5,47626.2,1585.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1c70673c-61d8-4584-b5f8-f9e7e7ee6a74,Annotation,,Follicle,Root object (Image),Polygon,10215.7,4846.5,84679,2728.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3fce46b5-b5e5-4d45-94ae-d9847b9f1045,Annotation,,Follicle,Root object (Image),Polygon,7606.3,9790.1,51015.7,2074.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ab0e6995-ec08-44fd-b70a-e5341b1c830a,Annotation,,Follicle,Root object (Image),Polygon,9257.6,9913.3,228831.9,3383.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e3b4ef76-700a-4343-80c2-3f327d8bc2a0,Annotation,,Follicle,Root object (Image),Polygon,7399.2,3745.7,55462.7,3880.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,340bd46e-0924-4c5b-9bec-7472bfd097e9,Annotation,,Follicle,Root object (Image),Polygon,5760.9,6892.5,43319.1,1537.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,aef97298-cfad-4611-bc04-4aeaeec45826,Annotation,,Follicle,Root object (Image),Polygon,7662.2,5752,34907,1798.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1fa3f698-ebce-4453-ab73-dc978948e578,Annotation,,Follicle,Root object (Image),Polygon,6959.2,9121.4,56022.3,1932.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ecda995f-7e3a-4278-8ae7-cffd90d45605,Annotation,,Follicle,Root object (Image),Polygon,14112.2,11630.2,157260.5,4069.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,df15c12c-d90d-4e91-a336-99ee66d8ccf6,Annotation,,Follicle,Root object (Image),Polygon,16029.6,11050.1,148118.5,3391.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,fb75d24a-7a63-47fc-b844-5ddf3a606fe0,Annotation,,Follicle,Root object (Image),Polygon,10219.6,4304.7,38732,1877
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e8bc56d5-3da8-457c-8595-1af9572ad40a,Annotation,,Follicle,Root object (Image),Polygon,11053.4,6681.9,78350.4,1947.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,eb90243a-0c15-4e65-842f-35705464788d,Annotation,,Follicle,Root object (Image),Polygon,11743,11900.1,327038.6,5528.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5ebd9078-703e-4150-94f8-56e4dc3a9f20,Annotation,,Follicle,Root object (Image),Polygon,10522.9,3079.9,20866.5,899.04
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,66d0c414-1dde-4a0b-83e5-d0d64d2050e7,Annotation,,Follicle,Root object (Image),Polygon,4855.3,7199.1,41764.1,2831.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,46844d6d-024f-493a-8a40-7745b59b501c,Annotation,,Follicle,Root object (Image),Polygon,13280.9,9875.8,53830.3,1971.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,7eb67e2c-80a0-4d88-9bf8-5f8b25506348,Annotation,,Follicle,Root object (Image),Polygon,7089.8,3865.1,21550.6,1112
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ac38e8a0-0d28-46ae-a18c-4d0eddecc7e2,Annotation,,Follicle,Root object (Image),Polygon,9510.8,4262.4,134715.6,3391.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,31d0b562-dede-4750-a6db-65d70a1407b4,Annotation,,Follicle,Root object (Image),Polygon,14739.1,11628,28221.2,946.41
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,c234c4cd-d117-4f10-b72d-3f479e2022e8,Annotation,,Follicle,Root object (Image),Polygon,16862.2,7615.3,19202.9,686.14
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,0842205d-b611-48aa-9760-1154e0c7651a,Annotation,,Follicle,Root object (Image),Polygon,9829.4,7872.6,31533.1,1364.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,94e51d7e-a3ae-4947-8e53-b8ad4c23ec2e,Annotation,,Follicle,Root object (Image),Polygon,7013.4,8119.5,52897.4,3028.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,37822b13-648e-45b7-b59a-66ea6d35af20,Annotation,,Follicle,Root object (Image),Polygon,12272.7,7261.3,108251.1,2097.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3d4bc84c-67cf-48a6-a48c-7099d07b9961,Annotation,,Follicle,Root object (Image),Polygon,12567,7861.4,134217.6,2484.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,614d8653-2c41-4600-a04f-4eb4ece16964,Annotation,,Follicle,Root object (Image),Polygon,16314.6,10170.6,38981.2,1388
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5e6b94bb-301e-43d9-b9b4-338a0bcc5cf8,Annotation,,Follicle,Root object (Image),Polygon,7970.7,3354.8,234492,5410.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,bf16bf94-5b0d-4973-8ce0-97d15841befa,Annotation,,Follicle,Root object (Image),Polygon,11199.5,4939.8,70482.9,1892.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5dcc529c-97ac-47d9-9ece-e429b4039493,Annotation,,Follicle,Root object (Image),Polygon,7277.7,6247.3,241426.7,4992.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,cd05bd54-a85e-412c-8f27-fb87c5c11563,Annotation,,Follicle,Root object (Image),Polygon,7234.8,2199.5,20959.8,1545.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,2571d085-f684-40f7-9767-523251dd5193,Annotation,,Follicle,Root object (Image),Polygon,6815.1,7310.3,12330.2,891.21
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,07cc82df-3cba-4c2a-ac55-c8af3993dc39,Annotation,,Follicle,Root object (Image),Polygon,3930.6,4401.3,70109.6,2783.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d597a2d5-8da5-47bb-b8f2-da883ef8fcca,Annotation,,Follicle,Root object (Image),Polygon,7995.2,7087,13449.9,757.11
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,64f9bdaf-e594-47e4-9257-af02154aa9fb,Annotation,,Follicle,Root object (Image),Polygon,4434,7987.3,12065.9,749.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e4224204-2d0f-48ab-933d-66f3f4848a30,Annotation,,Follicle,Root object (Image),Polygon,6517.4,2633.7,541846.1,8777.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,44c3c628-3a04-4f24-80c1-5691804ceb40,Annotation,,Follicle,Root object (Image),Polygon,6740.7,10418.1,122291.5,3067.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,90158399-77e6-4af4-93fa-9cd2a35cb8d3,Annotation,,Follicle,Root object (Image),Polygon,5556.3,3157.9,16497.3,922.73
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d532ea69-f482-476e-b2b0-7ddb1edf0eb6,Annotation,,Follicle,Root object (Image),Polygon,10376.7,11047.2,502615.8,10189.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,00a46751-7b53-4bc2-b597-954ea682a99f,Annotation,,Follicle,Root object (Image),Polygon,8114,8112.9,99543.6,2547.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3f26b06c-effb-42a3-b01f-18e1c95cc19a,Annotation,,Follicle,Root object (Image),Polygon,9013.3,6179.2,395670.7,7831.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8db4db4b-dbda-49bf-9321-a9aac229a793,Annotation,,Follicle,Root object (Image),Polygon,10191.8,12128.8,161972.1,2902.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,82668055-ff7d-4f14-b74a-cd528b477e07,Annotation,,Follicle,Root object (Image),Polygon,10590.4,4780.6,12143.7,670.33
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,f116dd8e-8514-49b8-93f3-53b0d999e001,Annotation,,Follicle,Root object (Image),Polygon,8598.6,7500.9,23354.5,2089.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,44a88318-e13b-4ff0-962e-6382dd4b7589,Annotation,,Follicle,Root object (Image),Polygon,4168.9,8949.4,87757.5,1679.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e6c23829-0df1-45cf-b24a-805dfbb81081,Annotation,,Follicle,Root object (Image),Polygon,12796.1,7582.1,23074.4,1056.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d3666f0f-bffc-4cbf-87e3-fa93294f8f1a,Annotation,,Follicle,Root object (Image),Polygon,7071.7,1835.1,366019.7,7862.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,6e927cb5-c9cc-4f8d-8c6f-9e97693f5070,Annotation,,Follicle,Root object (Image),Polygon,9289.9,11424.8,80963,2523.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,93521477-3be0-4252-a33c-6d6ad412f9b0,Annotation,,Follicle,Root object (Image),Polygon,8400.7,9079.1,219316.4,3698.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,80355da2-e91d-4194-84d7-82d4bc157bb5,Annotation,,Follicle,Root object (Image),Polygon,4743.1,3606.7,223265.8,4424.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,00ed0dd0-a959-4600-91ab-919f7d62e41c,Annotation,,Follicle,Root object (Image),Polygon,5682.4,7560,52850.9,1995.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,5767c6a2-1776-429a-9ddc-ee6ad7693663,Annotation,,Follicle,Root object (Image),Polygon,15292.7,10192.5,42774.8,1632.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,b64ba4ea-421a-4a80-8cd9-29b6ce350da5,Annotation,,Follicle,Root object (Image),Polygon,16091.2,6943.4,54343.2,2097.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,4dc15350-23ab-4a36-9e6d-9bf1b063875e,Annotation,,Follicle,Root object (Image),Polygon,4928.1,2357.5,146268,2996.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,e4267387-0fb3-491a-8e35-a43823a23907,Annotation,,Follicle,Root object (Image),Polygon,5439.4,2215.3,269492.4,6372.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,333ce138-8eb6-4c9a-a6fe-2974f66caebf,Annotation,,Follicle,Root object (Image),Polygon,13696.5,8965,63998.7,1837.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,082e2975-c423-4307-9d39-06c5c31fdf97,Annotation,,Follicle,Root object (Image),Polygon,13165.3,10588.8,142769,3044.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,2528ab20-d482-47bd-9b9f-6ccd41ac854b,Annotation,,Follicle,Root object (Image),Polygon,14475,10805.8,25593.3,2082
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,552fc691-1245-4d78-ac3b-610b0874a877,Annotation,,Follicle,Root object (Image),Polygon,9477.6,7368.8,104192.9,3249.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3f3f74ce-fd2f-4a20-bfb6-38d84b012b33,Annotation,,Follicle,Root object (Image),Polygon,9632,3469.2,135772.5,3438.5
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,29385087-afd7-4bd5-9bbb-b83ad7037888,Annotation,,Follicle,Root object (Image),Polygon,12452.6,11753.3,41095.3,1522
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,27f1035e-4499-465f-bea2-82bfe405471e,Annotation,,Follicle,Root object (Image),Polygon,3373.9,9071,46273.1,1616.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1d22bf33-7829-4e01-a5dc-fe683dca8d6a,Annotation,,Follicle,Root object (Image),Polygon,7824.2,7515,205540.3,6096.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8095c555-2744-404b-9660-f87ad847c595,Annotation,,Follicle,Root object (Image),Polygon,9225.9,3219.1,63750.2,2011
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3a696ba6-e0f6-47e7-8272-557af2cb21b0,Annotation,,Follicle,Root object (Image),Polygon,13686.6,6534.9,144355.2,3178.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,66d3b8bc-9bb0-474f-9db2-063f33b539fe,Annotation,,Follicle,Root object (Image),Polygon,13437.2,8511.2,198962.8,4455.8
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,913f9d6b-4110-47eb-b833-b546cf149ce6,Annotation,,Follicle,Root object (Image),Polygon,6879.4,11629.4,31299.5,1656.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ff5ce13a-4449-4174-ba2a-f845987cb61a,Annotation,,Follicle,Root object (Image),Polygon,9683.1,8631.6,179728.9,3730.3
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,2bfd8fee-03bc-4f2b-92a1-d30e13c9fc0d,Annotation,,Follicle,Root object (Image),Polygon,11578.1,9642.1,84352.4,3107.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,8b148f4d-7100-4131-88e9-49cadd6d9400,Annotation,,Follicle,Root object (Image),Polygon,11260,5696.2,176292.4,3675.1
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,9b6439a5-faec-433a-825f-1df53e8b05aa,Annotation,,Follicle,Root object (Image),Polygon,16673.9,10491.5,18689.5,1064.7
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,41e774ab-a19e-4887-9a06-0e8ece7394fd,Annotation,,Follicle,Root object (Image),Polygon,2551.6,9356.8,47937.2,1813.9
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,ce5da6cc-b7ae-46f9-af7c-452f3cafdecf,Annotation,,Follicle,Root object (Image),Polygon,7186.3,9852.3,141836.5,3036.2
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,efea9685-b1ca-4335-8c98-2c8a7b8c04c9,Annotation,,Follicle,Root object (Image),Polygon,7460.5,6880.5,12096.8,654.59
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,3892af17-314a-496b-ac86-efa992f1f6be,Annotation,,Follicle,Root object (Image),Polygon,3698.9,5173.5,78101.9,2263.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,cbc44a15-5900-4ed4-805b-efc7b1980de1,Annotation,,Follicle,Root object (Image),Polygon,10707.5,3618.8,11226.2,654.57
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,c591c418-454e-4a5a-a2ca-8edf35ba9b9b,Annotation,,Follicle,Root object (Image),Polygon,12015.9,2935.4,26790.5,1135.6
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,1038beca-4aee-48c6-95ca-d53a5104a8b3,Annotation,,Follicle,Root object (Image),Polygon,8883,7114.2,272197.7,4416.4
HDL137_Spleen_HxE_1_179933_normalized.ome.tif - normalized,d3ec7437-237f-4f35-9a52-3b6a73a16e41,Annotation,,Follicle,Root object (Image),Polygon,10233,2753.9,95127.7,3911.6
