Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,c5a840a2-5882-49ba-813e-a806778943c1,Annotation,,Follicle,Root object (Image),Polygon,18845.5,8892.8,32885.6,1979.5
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,b44c5b92-b8e5-4529-8f7b-5fd352201e5c,Annotation,,Follicle,Root object (Image),Polygon,6715.9,3551.4,87384.5,1987.4
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,f3660737-2cde-45ec-85e9-49d1c32770aa,Annotation,,Follicle,Root object (Image),Polygon,3806.7,11490.9,20042.3,1261.8
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,bddecf31-a4d3-4e47-994c-118ed3bb6820,Annotation,,Follicle,Root object (Image),Polygon,17928,9337,344515.3,6356.4
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,b08cbb7e-e968-4086-a993-9c837e858308,Annotation,,Follicle,Root object (Image),Polygon,14951.1,4630.9,130687.6,2665.5
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,899eb76c-4c89-4b35-b06a-b95040f88704,Annotation,,Follicle,Root object (Image),Polygon,13821.8,10452.5,89436.7,2681.3
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,d7888519-863c-4df4-a86b-2c3cc9241316,Annotation,,Follicle,Root object (Image),Polygon,13296,5540.3,186337,3856.5
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,9dba95ed-6d16-415b-ab8c-aa2d010226df,Annotation,,Follicle,Root object (Image),Polygon,3290.6,10053.9,68896.9,2145.1
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,d4ee5a22-10a9-4e5f-9d2c-43717c86131e,Annotation,,Follicle,Root object (Image),Polygon,11087.8,5621.2,71819.9,1506.3
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,20bb62ab-fe78-49b5-b774-dbc2c38947dd,Annotation,,Follicle,Root object (Image),Polygon,18465.6,10272.3,123068.8,2610.4
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,81d33ec7-9565-4cd1-8f60-10e610b2f8d0,Annotation,,Follicle,Root object (Image),Polygon,14645.2,7016,315143.5,5205.1
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,10956b69-d5e7-44de-ac84-07f79ae5376a,Annotation,,Follicle,Root object (Image),Polygon,15326.2,9132.9,13029.8,772.84
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,b14fab3b-f78f-4bf0-bb6a-e4d2f183c3fd,Annotation,,Follicle,Root object (Image),Polygon,18994.9,11622.7,60733.4,2452.7
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,e8f98b57-d709-4df7-81e1-82362430c415,Annotation,,Follicle,Root object (Image),Polygon,21094.7,8677.9,228443.3,4361.2
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,139b14e0-9b2f-430d-b713-f0a588e67ccd,Annotation,,Follicle,Root object (Image),Polygon,20033,11060.2,136798.5,2586.7
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,69bc0682-90f1-4a36-bc99-8fc283893924,Annotation,,Follicle,Root object (Image),Polygon,19268.5,3549.1,246620.2,3706.6
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,d54ed69d-daa3-43d2-9c46-82d186581baa,Annotation,,Follicle,Root object (Image),Polygon,10008.5,2208.2,182869.7,5126.2
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,62e62138-d432-4c94-ac88-9033a7fc0f1e,Annotation,,Follicle,Root object (Image),Polygon,16510.2,3039.9,165533.3,2515.8
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,d8ae7a26-7f50-44f8-820e-335718d35782,Annotation,,Follicle,Root object (Image),Polygon,11256.2,11255.1,53021.5,2318.6
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,309b132d-7421-4666-96b8-cba8b8a8a347,Annotation,,Follicle,Root object (Image),Polygon,20268.4,6846.4,516936.5,7649.8
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,72ab3d3c-f96a-45e0-af8f-da1afefa6ad1,Annotation,,Follicle,Root object (Image),Polygon,15365.6,10289.8,26246.7,1474.8
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,bfebb759-a391-4334-a5de-bee12325e587,Annotation,,Follicle,Root object (Image),Polygon,2210.5,10722.7,59551.8,1790.3
HDL112_Spleen_HxE_3_176398_normalized.ome.tif - normalized,66cb0654-7333-41ec-804a-19fd64eed8e0,Annotation,,Tissue,Root object (Image),Geometry,12056.2,6425.4,206778490.6,474091.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,0a2ba629-a31e-402b-b991-d187645bd850,Annotation,,Follicle,Root object (Image),Polygon,11411.6,14033.3,17834.6,883.25
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,40414b19-6b3e-49e2-bb1b-41a4a68aacdb,Annotation,,Follicle,Root object (Image),Polygon,16429.7,9994.7,18518.8,820.18
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b57c9904-cb46-4c4a-88b6-25f786093115,Annotation,,Follicle,Root object (Image),Polygon,7432.2,14647.8,49290,2389.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,39eb792a-c9d7-4345-8d66-1059f36c2af5,Annotation,,Follicle,Root object (Image),Polygon,10182.8,5770.4,103928.2,2342.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,2419a2fe-5362-498b-b2f0-f879b482c47b,Annotation,,Follicle,Root object (Image),Polygon,7488.8,2066.3,11941.4,638.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,757127ef-5378-40a7-ad31-93af6540ac17,Annotation,,Follicle,Root object (Image),Polygon,11203.7,13666.2,93090.9,2105.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,f3ec0e7c-b1f3-419e-a0b5-f2e6e3fc6d69,Annotation,,Follicle,Root object (Image),Polygon,11422.6,3826.9,167709.3,3406.9
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,7d74ab30-3e1a-4136-9ac1-0f425a4059bc,Annotation,,Follicle,Root object (Image),Polygon,14310.5,13093.1,93324.3,3359.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c155408d-fe71-4700-8809-fc320c916477,Annotation,,Follicle,Root object (Image),Polygon,1814,3599.2,161754.2,3927.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,34845755-4f3f-4e7e-9c53-98dd9a64221d,Annotation,,Follicle,Root object (Image),Polygon,9963.6,11654.8,260691.8,5031.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,0e9d248a-bcff-4086-ad8d-eeec76f831f1,Annotation,,Follicle,Root object (Image),Polygon,11210.4,4651.6,92391,2247.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,7b67e20a-20ab-40fb-82ce-9c71c2c7f991,Annotation,,Follicle,Root object (Image),Polygon,7989.7,10657.1,177582.9,3012.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ecf64697-107d-46ef-83ab-943ec116de9d,Annotation,,Follicle,Root object (Image),Polygon,19013,11508.7,35078.4,1056.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,e36a7676-3489-4739-b1c0-f2ff48a66ec8,Annotation,,Follicle,Root object (Image),Polygon,4897,9167.8,18658.6,741.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,bb08b3b6-7fd6-404f-82a1-5ba98f67bb29,Annotation,,Follicle,Root object (Image),Polygon,9476.5,15017.3,91364.8,2255.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,7f176971-2abe-4aea-9a23-921e60beacb4,Annotation,,Follicle,Root object (Image),Polygon,3489.7,2930.5,146998.3,2429
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,2fd7076e-bb09-488b-b42e-bbc864f65599,Annotation,,Follicle,Root object (Image),Polygon,5371.3,6091.2,110334.1,2760.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c069b46c-1705-4c97-ab13-ca3e925e0575,Annotation,,Follicle,Root object (Image),Polygon,13160.4,9224.2,57483.8,1593.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,3a2e0dca-b070-4976-a3bb-61164b75622b,Annotation,,Follicle,Root object (Image),Polygon,10010.8,8200.9,13822.8,670.38
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,66898442-980a-4d86-b07c-633f4eccfba2,Annotation,,Follicle,Root object (Image),Polygon,9413.4,4276.2,19995.5,1056.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c6807420-a007-44c5-9b8e-97d8bb659fcd,Annotation,,Follicle,Root object (Image),Polygon,6930.3,7439.6,57810.6,1648.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,483f2f68-8b3e-4827-b3ec-2c7f8f35a18e,Annotation,,Follicle,Root object (Image),Polygon,7998.5,4595.6,161645.2,3422.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,88be63cc-f9b5-4986-b3e3-db7366c27eea,Annotation,,Follicle,Root object (Image),Polygon,9405.1,2909.8,58043.8,1624.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,e8499884-2043-4546-b8e2-a4466d84d095,Annotation,,Follicle,Root object (Image),Polygon,13298.9,8770.6,36586.4,1348.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,3be838bc-2d33-490a-a5de-147e3896c1b1,Annotation,,Follicle,Root object (Image),Polygon,5891.9,5511.7,158069.1,2705
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,88899ef8-261a-4974-9fbf-47b5f439cb09,Annotation,,Follicle,Root object (Image),Polygon,5468.7,14476.4,38794.3,1514.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a6691f75-33c5-479e-9467-9706440a15c4,Annotation,,Follicle,Root object (Image),Polygon,18305.4,6516,170819.7,4858
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,15f8354d-c0ea-4b24-a1ae-efa6cdf66dbe,Annotation,,Follicle,Root object (Image),Polygon,15004,12516.5,146687.6,3541
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,4de5b0a3-b71c-45b8-9872-c2a4940f2871,Annotation,,Follicle,Root object (Image),Polygon,7248.6,12639.2,66284.6,1798.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,afdfdec6-c3d3-4783-9adf-a655058eb7f6,Annotation,,Follicle,Root object (Image),Polygon,8700.5,12174.6,74526,1837.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,fd324018-ef1e-451b-b2e6-838f791082a9,Annotation,,Follicle,Root object (Image),Polygon,5367.1,4269.9,118217.9,2728.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b16375a4-cd10-4f22-8591-1f54ffaf34d8,Annotation,,Follicle,Root object (Image),Polygon,6371.2,8561,65786.7,2003.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c6679703-076f-4df3-9465-8a93ec18df60,Annotation,,Follicle,Root object (Image),Polygon,13254.2,13010.4,64294.2,1482.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,d2fd8b08-3378-4eec-b301-ed70d28c3934,Annotation,,Follicle,Root object (Image),Polygon,1050.1,3009.6,10106.9,970
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,1af0c059-4e8b-4679-97c2-d4f90fe07040,Annotation,,Follicle,Root object (Image),Polygon,11294.5,11380.2,61076.2,3083.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,3d578a62-eaaa-40d2-a74b-9f36f4bf5278,Annotation,,Follicle,Root object (Image),Polygon,6446.3,7747.3,81413.6,1869.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,263af67a-2120-4161-82dd-a1d76f6925db,Annotation,,Follicle,Root object (Image),Polygon,15813.3,5158,41810.4,1419.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b35acbda-acf4-41e0-8a1d-134d2d097f66,Annotation,,Follicle,Root object (Image),Polygon,17655.5,5667.5,43692.2,1183
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,9642fff4-dcbe-40ff-8bd4-334c0d8d3a94,Annotation,,Follicle,Root object (Image),Polygon,16590,10859.6,16590.6,1324.9
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,edc27f61-8976-4366-96e7-b5378f8a27e5,Annotation,,Follicle,Root object (Image),Polygon,9007.8,4498.8,85082.9,1719.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ffd4c2b2-b5a9-4d5d-b05d-9c09b8391690,Annotation,,Follicle,Root object (Image),Polygon,6191.7,14005.4,212459.2,2973.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,46171f8f-e2fc-412f-b96b-5a04646637ed,Annotation,,Follicle,Root object (Image),Polygon,16307.6,6947.8,23898.6,1364.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,44b78580-1b81-4cc6-9fce-8f562f74190b,Annotation,,Follicle,Root object (Image),Polygon,16479.2,8872.4,53394.8,1766.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,9e67b4b4-fae5-483c-8b25-683d9a681c75,Annotation,,Follicle,Root object (Image),Polygon,15871.4,9804.4,50922.3,1277.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,081e7fd5-2cb8-4c2c-9400-ea0e862f12b8,Annotation,,Follicle,Root object (Image),Polygon,8425.6,3526.4,118606.6,2728.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ecbcffe0-a1b7-4210-b53b-78d2891ca945,Annotation,,Follicle,Root object (Image),Polygon,12946.7,5337.7,73965.7,2539.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,5a0a466d-430d-4043-a814-39bdc35497bd,Annotation,,Follicle,Root object (Image),Polygon,14145.7,5475.3,274934.7,5954.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,12df9c1b-7ab0-4367-bf97-a9048332629d,Annotation,,Follicle,Root object (Image),Polygon,17920.2,6877.5,18923.1,1009.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,594fdf11-cdee-4e27-9d72-c3641c0fa177,Annotation,,Follicle,Root object (Image),Polygon,4251,8038.8,127593.6,2334.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,3a360e6d-cc37-4d64-b6ba-02b9fc7467cd,Annotation,,Follicle,Root object (Image),Polygon,6522.8,6536.2,179822,2421.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a67966c2-8101-4d9e-a329-961c9a539465,Annotation,,Follicle,Root object (Image),Polygon,7590.4,14409.6,67715.4,1861.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a36242d2-d063-494f-afde-66cf2782dfe8,Annotation,,Follicle,Root object (Image),Polygon,12374.6,10687.5,64558.6,1435.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,8c02f213-28bf-4619-a76f-7ca0cbbc95a1,Annotation,,Follicle,Root object (Image),Polygon,2806.4,4283.6,168393.4,3572.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,53a9ca36-c05b-45e9-adad-d2f3e61bd95f,Annotation,,Follicle,Root object (Image),Polygon,5872.8,8652,83295.2,1664.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b69c928d-c537-4ee5-ba83-ff34aa564397,Annotation,,Follicle,Root object (Image),Polygon,15180,11909.5,116010,1900.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,699977ba-d6bf-4713-8570-f661a6cb1631,Annotation,,Follicle,Root object (Image),Polygon,9929.8,12575.5,68010.5,2200.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ab8143cb-b856-4d47-ae6c-55029494c702,Annotation,,Follicle,Root object (Image),Polygon,4350.7,3283.3,74929.8,1829.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,5d78b960-29bc-4391-8df4-8f8fd495d232,Annotation,,Follicle,Root object (Image),Polygon,4918.6,10925.4,299361.3,6995.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,e76a17df-4508-45e2-9c2c-0566875f05ec,Annotation,,Follicle,Root object (Image),Polygon,3674,8817.2,93013.2,1821.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c5f76b55-b211-407d-b89b-dd0e28e4c3b0,Annotation,,Follicle,Root object (Image),Polygon,15164.1,6967.8,519206,10575.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a7c9ed29-3931-4238-9585-6e2303f90f27,Annotation,,Follicle,Root object (Image),Polygon,16258,9194.5,32621.4,1112
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,62e64827-1f9c-4a3c-9ef9-6a7369c8d55d,Annotation,,Follicle,Root object (Image),Polygon,1990.3,2777,453232.6,9645
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b3abf8e6-62ce-42c7-a4a7-dd5eed9a0431,Annotation,,Follicle,Root object (Image),Polygon,6424.1,11818.3,26946,1056.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,4145ed09-697f-4ede-aa1c-03b66c9934df,Annotation,,Follicle,Root object (Image),Polygon,13113.8,11495.5,160153.1,2381.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,0ff4a2cc-fb37-4a76-9c59-4e3c9be0fc75,Annotation,,Follicle,Root object (Image),Polygon,16353.3,10562.4,86264.7,2594.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,51d0a347-711b-44a7-b743-144bff831eba,Annotation,,Follicle,Root object (Image),Polygon,7146.7,4810.2,19078.5,883.29
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,d4f0c208-28f2-4a7a-9d2b-03cfb9727b5f,Annotation,,Follicle,Root object (Image),Polygon,14733.1,10763.7,31159.9,1577.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,d68fc9c5-e7cc-4361-b0b7-997d11671d7f,Annotation,,Follicle,Root object (Image),Polygon,17942.5,9641.8,44283,1380.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b1e7959e-cf5a-4212-99c6-d38a95595885,Annotation,,Follicle,Root object (Image),Polygon,8300.8,13592.4,96092,1963.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,6f8f3cd5-972b-43c0-b1a3-14848ecf553d,Annotation,,Follicle,Root object (Image),Polygon,3561.3,9186.3,30600.1,1332.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,c1b89234-1e3e-413a-8e6f-4fa77e2cab24,Annotation,,Follicle,Root object (Image),Polygon,13747.7,10533.9,131387.3,2137.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,1088746a-9751-406c-8b13-a288829628c8,Annotation,,Follicle,Root object (Image),Polygon,8657.2,2766.4,18985.1,859.65
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b0c50763-2908-4e24-9f7c-7032a8b63c6c,Annotation,,Follicle,Root object (Image),Polygon,11120.1,7607.6,105732,2113.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,f4e0e2b7-c6a1-424a-8662-0f89d5a879a7,Annotation,,Follicle,Root object (Image),Polygon,5490.6,2039.9,71353.3,1837.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a2975c7c-8a2d-4c99-b1a2-255ec67338ec,Annotation,,Follicle,Root object (Image),Polygon,10547.7,4711.3,195884.3,3091.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ce9bef9a-0f6d-48fc-9b22-6f98f13419e9,Annotation,,Follicle,Root object (Image),Polygon,16755,12057.8,54576.8,1403.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,2d11adf7-c8b3-40b9-98ae-245a89280371,Annotation,,Follicle,Root object (Image),Polygon,13613.9,12171.2,86498.2,1695.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ff5c6322-dcb1-4977-b319-8ade1d77cc29,Annotation,,Follicle,Root object (Image),Polygon,5559.3,9837.6,184082.7,3556.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,293b9afb-35e1-4a65-9e64-54e307300fbd,Annotation,,Follicle,Root object (Image),Polygon,9838.2,13908,48652.3,1222.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,f3ad6464-509c-4059-9937-9686ea23242d,Annotation,,Follicle,Root object (Image),Polygon,13341,6114.3,171472.6,2823.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,eab2e7bc-e51a-40ed-a9b5-0c4be650aeac,Annotation,,Follicle,Root object (Image),Polygon,14520.8,10414.8,184346.9,3225.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,07c8f5a6-b8c2-43a2-abc1-8270d6934bc3,Annotation,,Follicle,Root object (Image),Polygon,15769.7,8502.5,94692.1,2649.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,440b5bae-01f9-4ff9-bd21-1db02f958224,Annotation,,Follicle,Root object (Image),Polygon,3226.6,3809.1,86436.2,2902.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,351baa35-876b-45bb-b2a1-2e10b27399dd,Annotation,,Follicle,Root object (Image),Polygon,6562.1,15472.2,87430.9,4037.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ccb2a383-5768-40dd-b03c-19925e3378b4,Annotation,,Follicle,Root object (Image),Polygon,17222.7,5409.6,73763.4,2200.3
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,98d7e5fd-9800-4a40-83cc-912631f2fbcd,Annotation,,Follicle,Root object (Image),Polygon,8171.2,6341.9,10262.4,1190.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,6e2d3074-05ca-4a65-8d5f-2de557e47e78,Annotation,,Follicle,Root object (Image),Polygon,11436.8,6802.1,130999,2996.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,6a977ec7-1d21-463e-9bd8-230b36044dfe,Annotation,,Follicle,Root object (Image),Polygon,4156.6,12634.4,28283.4,1182.9
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,2be1ba01-d337-4e16-84fd-124a0da142f9,Annotation,,Follicle,Root object (Image),Polygon,12629.7,13464.9,93370.7,1940
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,32b021be-bfce-4ea2-9e48-d4e918accd71,Annotation,,Follicle,Root object (Image),Polygon,17209,6552.3,21255.2,1167.2
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,cd4577fd-2604-4e74-a9dd-15eb6aa3651b,Annotation,,Follicle,Root object (Image),Polygon,6894.2,15909.9,10604.3,591.47
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,ebe3302a-05c2-423c-a8ed-20c3cb488db9,Annotation,,Follicle,Root object (Image),Polygon,5273.8,7405,71773.1,2989
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,cf810214-7ea4-4485-a7ba-b2cf463d4691,Annotation,,Follicle,Root object (Image),Polygon,7534.3,11253.6,50269.4,1451.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,d8033617-ef09-4a98-a0cd-717ad67d5c85,Annotation,,Follicle,Root object (Image),Polygon,8995.9,13051.1,104379.4,2121.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a1edf479-c557-4cb8-8977-ab75a873a602,Annotation,,Follicle,Root object (Image),Polygon,6595.5,5175.4,184098.3,3225.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,da09bfb7-b88a-4396-b3ec-175dfd919bb6,Annotation,,Follicle,Root object (Image),Polygon,17188.8,8233.7,89545.5,2381.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,d86b4d69-6b2b-4171-a0c2-413b846cac21,Annotation,,Follicle,Root object (Image),Polygon,1694.3,5250.8,65336.2,1632.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,fdf97079-4ba4-405a-86c3-eca598ed267d,Annotation,,Follicle,Root object (Image),Polygon,16572.3,7832.2,37768,1104.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,0da110fe-1142-4bbf-b9fc-90433be22289,Annotation,,Follicle,Root object (Image),Polygon,8442.6,14757.5,101844.9,2397.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,3bbe2ce3-6e95-4a24-bfa7-d4fdfd440aab,Annotation,,Follicle,Root object (Image),Polygon,16754,5189.4,25017.9,1048.9
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,39b8a6c4-f830-4d0b-a696-8344acb72fca,Annotation,,Follicle,Root object (Image),Polygon,14930.3,11198.9,230091.1,3154.5
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,de2a3d54-01ca-4bad-ad6c-d980e6039cd1,Annotation,,Follicle,Root object (Image),Polygon,5509.7,13773.8,70016.2,1695.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,468f0449-2268-410f-8019-1c222412409a,Annotation,,Follicle,Root object (Image),Polygon,14304.1,9013.6,98454.9,1900.6
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,6c35d3a8-ded7-4076-80f6-5dde1288de42,Annotation,,Follicle,Root object (Image),Polygon,8263,7617.7,155830.3,2862.8
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,02cf9685-438e-4240-bceb-c58f7690204e,Annotation,,Follicle,Root object (Image),Polygon,15611.4,5677.9,11972.5,977.92
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,b87d1ff9-c02f-48b6-b9ad-b6750f812549,Annotation,,Follicle,Root object (Image),Polygon,12284.2,7358.8,17025.7,977.9
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,a68e99a7-8bd5-421a-be0f-f35e946faf2e,Annotation,,Follicle,Root object (Image),Polygon,4448.4,7500.9,91023.2,2153
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,9ad4759a-75f4-4fa0-8936-1e6271366513,Annotation,,Follicle,Root object (Image),Polygon,6760.8,4073.1,17663.3,867.48
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,4be269f7-8288-45c7-af7c-3234d2a9086b,Annotation,,Follicle,Root object (Image),Polygon,6485.8,4590.7,73639.4,1569.4
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,630cf0f8-4aae-4fe6-beb3-83c48dd62565,Annotation,,Follicle,Root object (Image),Polygon,12291.7,14082.4,77386.5,2176.7
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,927799aa-2722-450a-98df-ad45050658fc,Annotation,,Follicle,Root object (Image),Polygon,5561.8,12045.5,401595.2,5757.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,bea146e8-e15c-4aa7-b537-6b41810bbecc,Annotation,,Follicle,Root object (Image),Polygon,6597.3,13073.9,159017.8,2626.1
HDL109_Spleen_HxE_1_176161_normalized.ome.tif - normalized,6e581f3d-3ce2-4aa7-91b3-bc66e3261e12,Annotation,,Follicle,Root object (Image),Polygon,4187,6613.2,16699.6,899.1
